1	54	4
12	67	5
9	81	2
14	93	3
19	47	1
17	79	4
2	67	3
15	16	4
16	34	5
10	69	3
8	78	2
0	25	4
19	59	3
1	41	3
8	72	5
8	25	4
12	29	4
11	1	4
9	99	2
18	86	4
2	95	2
4	94	4
15	73	2
12	8	5
6	95	2
6	82	2
0	5	5
19	85	3
10	98	1
3	69	3
18	41	2
2	68	2
15	47	1
8	25	4
16	84	4
18	23	2
4	97	2
14	89	5
0	32	4
6	69	3
15	45	3
5	15	3
1	32	3
12	53	1
12	14	4
9	26	3
1	31	4
12	41	2
15	7	5
0	5	5
10	47	1
18	71	2
1	27	2
10	57	2
12	59	3
19	11	4
10	95	2
3	5	5
12	4	4
16	78	4
11	46	1
15	8	5
9	62	1
8	91	3
12	37	3
16	9	5
6	71	2
14	49	3
5	26	4
14	95	2
10	13	5
0	0	1
5	56	3
6	18	1
14	25	2
4	2	2
2	17	3
9	17	3
17	54	2
18	30	2
19	15	3
19	19	2
17	12	5
17	34	3
1	35	2
14	69	3
12	20	4
8	1	4
9	12	5
4	98	1
13	29	4
10	45	4
15	28	4
12	31	5
5	72	3
13	36	2
7	5	4
13	24	5
7	48	4
16	39	4
0	73	2
19	35	2
9	84	2
9	80	3
3	62	1
19	50	1
12	30	2
16	92	2
0	87	1
9	57	5
17	77	3
13	98	4
5	13	5
4	10	5
8	60	2
19	27	2
13	22	2
7	19	2
8	86	4
1	55	3
14	80	4
7	25	2
10	85	3
17	60	2
0	23	2
1	75	2
11	46	1
14	69	3
9	53	1
6	96	3
1	9	5
19	8	5
7	3	5
1	67	3
14	74	3
13	62	1
15	66	3
19	58	4
2	65	3
4	13	5
4	54	4
4	99	2
5	29	3
19	36	5
6	11	2
4	60	3
8	98	4
3	3	4
7	92	2
17	55	1
14	13	5
0	14	4
6	48	4
11	12	2
3	77	3
10	4	3
8	4	4
19	13	5
0	53	1
16	32	3
11	51	1
4	12	2
16	65	3
0	65	4
16	0	1
11	49	3
1	35	2
10	78	4
13	98	4
15	25	4
9	3	4
16	2	2
9	64	2
10	82	2
11	90	3
11	47	1
8	49	1
1	46	1
8	77	3
6	8	5
19	22	3
16	45	4
0	31	5
19	79	2
1	33	3
0	71	2
15	24	5
3	37	3
13	64	2
1	91	4
11	89	5
1	53	1
7	69	3
8	91	3
2	49	3
8	88	4
15	57	5
12	15	4
7	98	1
14	70	1
7	39	4
16	45	4
6	29	4
8	9	5
19	25	2
0	32	4
0	53	1
9	28	4
12	44	2
5	61	3
16	14	5
13	82	2
1	62	1
10	95	2
8	32	4
1	19	2
6	2	3
4	74	3
18	33	4
8	24	5
18	36	2
14	33	3
6	74	5
6	57	5
2	70	1
6	71	2
16	60	3
3	88	4
7	90	3
18	19	2
4	34	5
5	47	1
4	57	2
18	17	3
2	91	4
3	20	4
8	55	1
12	54	2
2	67	3
1	7	4
4	19	2
14	37	2
1	55	3
11	98	1
5	55	3
1	39	4
10	60	3
5	16	4
10	36	5
8	77	3
14	81	3
5	86	2
0	30	2
11	7	4
3	62	1
0	28	4
0	73	2
12	48	4
15	35	2
1	91	4
0	65	4
3	15	4
16	14	5
11	22	3
5	7	4
11	86	2
0	96	3
12	63	1
17	74	5
14	99	2
5	24	2
18	18	1
15	31	5
18	17	3
9	50	4
12	36	2
15	65	4
7	8	5
10	14	5
16	76	2
8	36	2
1	62	1
1	46	1
5	31	4
5	56	3
17	89	4
1	62	1
8	20	4
14	67	3
12	15	4
12	65	4
9	90	2
17	70	3
7	7	4
17	91	3
8	39	2
12	3	4
16	63	3
13	86	4
14	48	4
2	83	2
11	61	3
5	86	2
0	62	1
3	9	5
3	2	3
17	19	2
11	83	2
13	93	4
19	60	3
0	86	4
17	87	1
10	44	3
14	93	3
17	87	1
1	87	4
1	30	1
4	92	2
19	70	1
17	47	1
4	20	5
17	43	5
6	12	5
3	3	4
19	37	2
5	33	3
5	97	2
3	28	4
19	46	1
6	98	4
6	26	3
18	15	4
18	37	3
5	8	5
7	54	4
6	29	4
17	64	2
6	83	5
1	68	2
2	17	3
12	56	3
13	67	5
8	17	3
5	65	3
17	16	4
11	44	3
17	24	5
8	78	2
10	50	1
12	4	4
17	85	4
9	14	4
3	52	1
13	5	5
5	29	3
7	45	4
6	51	5
17	13	2
18	72	5
12	97	2
17	67	5
19	69	3
13	14	4
14	94	4
15	99	2
14	38	2
13	38	2
7	92	2
8	36	2
12	71	2
3	78	2
2	32	3
1	70	1
5	62	1
19	29	3
12	53	1
2	12	2
13	90	2
12	14	4
14	25	2
15	37	3
1	93	3
4	4	3
0	59	3
9	68	2
1	57	2
0	43	5
11	42	1
9	28	4
1	1	4
14	25	2
2	26	4
12	96	3
2	29	3
9	82	2
8	20	4
4	86	2
12	43	5
11	23	3
9	58	2
2	24	2
4	71	4
6	68	2
13	41	2
0	53	1
4	19	2
14	47	1
8	80	3
6	62	1
7	34	5
5	47	1
0	49	1
2	60	3
9	34	3
19	41	3
0	43	5
9	23	2
1	63	3
8	93	4
1	37	2
1	11	4
16	2	2
9	19	2
4	64	4
11	53	1
18	8	5
2	92	2
14	5	4
8	57	5
15	44	2
11	17	3
0	72	5
11	4	3
0	33	4
6	78	2
2	62	1
3	22	2
9	52	1
11	15	3
1	74	3
14	61	3
11	73	4
2	62	1
17	63	1
15	65	4
5	44	3
6	95	2
9	31	5
12	77	3
9	45	3
16	67	3
19	72	3
17	41	2
7	6	3
17	22	2
5	84	4
4	42	1
13	2	3
10	3	5
4	89	5
2	96	3
7	26	4
0	53	1
18	41	2
6	25	4
1	5	4
12	40	1
12	87	1
6	7	5
8	22	2
0	14	4
3	77	3
4	82	2
19	59	3
6	26	3
19	62	1
13	18	1
15	73	2
11	38	2
14	54	4
2	92	2
2	24	2
10	35	2
17	8	5
8	24	5
9	93	4
10	37	2
18	38	2
1	9	5
15	18	1
2	10	5
13	38	2
19	27	2
6	83	5
8	16	4
3	35	2
5	10	5
6	84	2
6	62	1
6	32	4
15	92	4
19	83	2
10	23	3
6	64	2
8	53	1
18	20	4
8	78	2
16	24	2
5	25	2
15	89	4
8	36	2
4	15	3
3	38	2
2	8	5
19	88	2
15	68	2
19	58	4
16	93	3
4	21	3
7	6	3
5	3	5
14	92	2
9	86	4
11	55	3
4	83	2
9	83	5
7	74	3
8	59	3
9	93	4
6	65	4
16	76	2
16	99	2
14	92	2
4	38	2
1	88	2
7	21	3
13	65	4
15	57	5
2	70	1
2	64	4
6	64	2
16	31	4
18	14	4
4	86	2
12	46	2
3	38	2
10	67	3
10	43	4
16	50	1
10	8	5
17	15	4
3	68	2
2	19	2
3	50	4
8	19	2
16	65	3
12	66	3
6	43	5
18	67	5
2	37	2
13	32	4
15	51	5
3	61	1
6	20	4
5	32	3
7	56	3
5	27	2
9	28	4
5	80	4
18	12	5
18	75	2
7	30	1
5	69	3
8	84	2
9	98	4
16	26	4
4	68	2
10	26	4
9	53	1
0	59	3
13	14	4
5	20	5
13	3	4
10	41	3
8	89	4
11	6	3
14	95	2
3	5	5
13	78	2
5	4	3
16	2	2
12	75	2
18	97	2
3	77	3
6	31	5
16	79	2
4	98	1
12	31	5
16	89	5
7	48	4
16	63	3
10	42	1
18	45	3
1	42	1
5	86	2
14	24	2
10	93	3
11	79	2
3	96	3
6	10	4
17	64	2
2	29	3
14	41	3
12	48	4
11	53	1
6	62	1
10	94	4
2	69	3
8	98	4
11	32	3
16	19	2
14	6	3
10	29	3
6	50	4
16	25	2
8	11	2
4	33	3
11	38	2
2	17	3
16	72	3
3	86	4
7	60	3
12	25	4
5	81	3
0	99	2
0	40	1
14	81	3
19	55	3
15	74	5
1	20	5
13	37	3
7	69	3
11	47	1
5	58	4
10	43	4
5	67	3
0	27	2
19	71	4
2	50	1
11	44	3
2	45	4
2	39	4
1	92	2
4	45	4
15	39	2
19	49	3
15	79	4
3	42	2
4	25	2
13	88	4
14	82	2
5	82	2
11	90	3
10	78	4
0	14	4
8	65	4
11	87	4
9	69	3
15	76	5
12	60	2
17	90	2
2	99	2
0	58	2
14	42	1
15	51	5
2	91	4
19	97	2
18	4	4
12	74	5
4	80	4
12	43	5
17	26	3
13	61	1
2	79	2
11	14	5
7	78	4
15	39	2
19	3	5
1	40	3
13	62	1
3	69	3
8	27	2
15	42	2
12	5	5
0	98	4
19	40	3
19	5	4
8	31	5
17	63	1
10	47	1
3	86	4
15	91	3
19	44	3
18	54	2
11	5	4
15	77	3
8	82	2
1	68	2
3	33	4
1	82	2
7	58	4
9	41	2
11	98	1
14	16	4
6	88	4
7	72	3
5	53	1
6	67	5
11	5	4
8	25	4
7	16	4
12	7	5
5	56	3
7	11	4
19	71	4
17	5	5
10	76	2
13	85	4
12	94	3
18	50	4
9	77	3
9	28	4
14	78	4
0	84	2
10	4	3
5	94	4
0	22	2
19	15	3
4	85	3
11	36	5
10	8	5
17	95	2
8	10	4
4	10	5
16	51	1
16	49	3
2	98	1
1	74	3
5	90	3
18	59	3
16	53	1
4	20	5
9	95	2
11	45	4
10	84	4
1	9	5
5	95	2
14	54	4
12	15	4
14	1	4
8	52	1
17	31	5
10	85	3
18	99	2
0	44	2
14	86	2
9	20	4
6	73	2
13	40	1
13	47	1
11	57	2
6	63	1
11	75	2
5	11	4
3	70	3
15	68	2
18	17	3
18	74	5
7	93	3
16	15	3
18	4	4
14	12	2
18	82	2
2	87	4
5	85	3
2	34	5
15	41	2
12	73	2
13	57	5
1	46	1
11	45	4
17	97	2
15	27	2
5	6	3
7	75	2
17	18	1
3	68	2
3	67	5
7	52	2
6	28	4
4	91	4
0	48	4
18	13	2
19	80	4
1	17	3
10	59	3
16	6	3
8	37	3
10	77	5
15	4	4
4	81	3
17	66	3
19	99	2
4	63	3
12	53	1
0	55	1
10	52	2
16	77	5
17	25	4
1	70	1
17	40	1
