3	32	2
19	59	2
2	10	3
0	82	3
19	31	4
11	23	4
4	33	4
1	76	2
6	65	4
13	93	3
10	63	5
14	62	2
4	47	3
13	32	2
0	38	1
19	98	1
17	44	2
13	99	3
3	93	2
13	71	1
15	0	3
6	28	4
19	61	1
8	65	3
1	18	3
15	85	4
7	97	3
14	58	2
18	18	5
0	31	2
2	28	3
7	27	3
17	90	2
8	86	1
9	38	2
14	77	4
12	83	4
9	37	5
18	41	5
10	24	2
8	36	4
16	27	4
5	10	3
3	4	2
0	56	3
7	63	5
18	45	4
12	38	2
3	28	5
16	78	1
5	95	5
6	88	1
10	21	4
3	71	3
2	98	4
2	76	5
5	54	2
16	72	4
11	10	4
9	33	3
2	19	3
9	11	4
8	26	4
0	71	1
1	40	4
11	5	3
3	24	1
10	71	3
11	3	1
15	46	4
16	13	3
2	59	3
8	48	2
12	15	3
13	44	4
17	65	2
12	88	2
19	42	3
11	71	2
19	77	1
7	67	4
19	62	1
18	49	3
7	17	3
13	65	3
0	23	4
13	27	2
14	92	4
14	63	2
4	6	5
8	8	4
10	80	5
18	0	3
13	88	1
17	95	4
16	95	3
1	83	1
15	34	4
11	31	2
17	20	3
16	61	2
4	5	3
19	27	2
3	98	4
1	66	2
4	66	2
4	48	4
4	73	2
17	12	2
11	75	2
11	35	1
1	95	4
14	3	3
8	92	3
7	70	4
11	16	2
7	38	1
4	35	2
13	92	3
13	19	1
15	73	2
17	22	1
12	19	1
9	0	3
18	28	3
11	63	1
0	63	4
5	39	2
17	96	3
0	18	4
6	80	4
1	4	2
11	26	1
17	84	4
10	43	3
9	87	5
16	60	2
14	54	1
7	1	1
0	53	3
9	63	3
3	7	3
6	98	2
13	9	1
17	65	3
14	78	1
1	45	4
8	80	3
6	74	5
17	37	4
19	97	3
4	93	3
17	15	3
10	87	4
18	8	2
16	11	5
11	49	1
13	61	2
19	16	3
10	41	5
9	8	3
8	41	4
6	0	4
7	10	2
13	10	2
19	63	2
6	8	4
14	71	2
12	84	5
14	79	2
17	67	2
13	54	2
13	84	2
15	40	3
4	11	4
16	62	5
13	11	4
1	67	3
3	67	2
1	16	3
6	30	3
16	72	4
18	54	4
9	0	1
4	70	3
2	25	2
16	30	2
9	45	4
19	84	2
13	71	3
11	65	3
0	26	4
16	3	5
15	20	2
14	43	4
1	7	4
14	58	3
13	52	2
3	71	5
14	90	3
13	78	2
9	98	3
13	22	2
12	22	2
8	71	2
9	96	4
7	75	4
14	98	3
8	0	4
7	28	5
0	61	3
6	29	5
7	21	3
12	60	1
17	20	2
14	35	2
6	81	3
4	14	5
12	94	2
3	23	2
2	77	2
12	2	5
7	73	3
0	92	3
3	57	3
13	72	2
1	10	1
14	42	3
11	83	2
16	94	3
15	24	2
7	4	3
19	54	2
13	1	1
3	69	2
6	26	5
11	90	1
16	30	3
7	32	3
0	88	2
7	79	3
2	22	3
9	63	3
8	81	1
2	40	2
16	98	3
15	47	3
2	97	4
17	56	2
15	83	2
19	7	2
8	35	2
17	27	2
5	50	2
15	83	1
10	72	4
6	68	2
17	74	3
4	51	5
10	54	5
11	47	3
11	78	2
19	30	3
19	52	2
12	71	4
2	40	4
14	66	5
18	22	3
8	53	1
7	19	3
5	43	3
8	77	4
9	24	3
19	10	2
7	86	3
5	79	3
8	47	3
7	22	5
3	74	3
5	18	4
6	69	1
14	20	4
10	47	2
16	51	3
18	25	2
17	22	4
2	77	3
2	39	3
8	41	5
17	65	3
11	88	3
7	72	5
18	47	3
4	41	5
11	56	3
12	65	2
18	63	4
3	58	4
14	24	3
10	62	2
8	66	3
14	4	2
13	56	3
11	86	3
5	46	3
1	11	3
14	17	3
1	19	2
0	3	3
4	89	3
19	57	3
12	50	3
10	30	2
13	6	4
18	81	2
5	4	3
11	17	1
18	79	5
18	61	3
15	34	4
0	80	4
3	92	4
6	99	4
19	67	1
1	34	3
2	6	5
19	23	2
10	81	3
9	93	1
7	71	3
3	34	2
16	73	3
14	80	5
12	35	1
17	33	1
10	87	4
14	33	2
0	10	2
15	48	4
17	78	2
18	43	3
14	47	2
2	3	5
15	8	3
14	59	3
2	0	2
3	20	1
5	1	1
9	9	4
11	90	2
11	21	3
1	7	2
5	30	3
10	17	3
10	87	3
2	80	4
1	77	3
8	96	4
18	71	2
15	80	3
8	92	3
15	16	1
3	29	1
13	84	3
19	75	2
11	29	1
10	94	3
16	24	2
15	91	2
4	20	1
2	49	1
14	28	5
8	11	4
13	74	3
10	76	4
3	87	4
0	77	3
15	70	2
17	77	5
5	88	1
13	31	3
4	31	5
9	87	4
18	36	2
13	64	2
10	87	3
0	90	2
17	54	2
5	88	1
3	37	3
3	2	3
11	14	4
7	69	3
11	71	3
9	31	3
5	48	5
2	26	5
2	36	4
19	54	5
2	65	3
4	21	2
14	3	3
17	96	3
16	67	2
8	28	4
3	9	4
17	39	4
7	63	4
16	87	5
16	37	4
5	83	3
16	97	4
15	43	3
19	2	1
4	62	4
9	65	4
9	39	3
19	80	3
19	10	2
19	15	3
4	79	1
9	96	2
18	57	4
18	6	4
16	38	2
13	45	1
8	65	4
9	83	3
6	55	5
18	1	4
11	79	1
9	48	5
2	62	5
17	59	1
8	78	4
16	2	4
19	79	1
13	30	2
13	65	4
5	97	4
19	45	1
17	21	3
6	63	2
17	27	3
12	51	3
8	73	3
15	82	4
17	74	3
5	83	3
11	34	3
14	92	5
9	24	3
9	60	3
2	25	4
14	60	3
18	36	5
7	13	2
0	32	2
17	96	3
19	88	1
14	97	5
12	70	2
13	22	4
15	64	3
13	33	1
19	82	3
17	43	3
4	47	2
2	27	2
2	92	4
4	85	5
7	1	1
15	99	2
0	98	4
14	53	1
19	91	3
13	63	1
15	47	3
7	46	3
2	90	1
3	4	4
12	86	3
16	61	2
0	10	2
13	64	1
7	69	4
8	93	1
19	46	1
5	76	4
6	12	3
18	75	3
10	45	5
13	75	2
6	13	2
17	58	3
17	23	2
13	48	3
7	16	4
4	21	4
7	67	1
12	57	5
11	63	2
7	23	5
3	32	2
1	60	2
1	25	5
17	18	4
15	5	1
19	1	1
2	56	4
7	26	3
12	69	3
16	70	5
1	61	3
12	16	4
8	40	2
5	40	5
14	34	3
17	14	2
4	18	5
1	6	4
0	89	3
9	10	4
9	1	3
4	12	3
4	41	3
5	52	5
15	16	3
8	46	1
8	89	1
1	8	2
12	77	4
4	13	3
0	56	5
6	19	2
19	12	2
3	88	1
18	25	4
10	93	1
5	91	3
11	53	1
17	2	3
16	58	5
18	72	4
10	41	4
16	26	4
13	95	4
5	14	5
15	47	2
19	89	2
14	56	5
14	61	1
7	66	1
0	63	3
14	47	3
4	5	3
8	96	4
1	39	2
3	91	2
17	26	3
8	1	2
5	77	5
16	95	4
5	13	3
12	34	3
0	11	5
18	94	5
6	94	4
10	12	3
14	18	3
19	1	1
0	20	2
10	79	1
4	29	3
17	93	2
3	34	3
18	83	3
4	53	4
11	80	2
6	0	1
15	91	3
2	93	1
16	33	3
14	82	3
12	5	1
1	75	3
1	19	3
19	35	3
13	12	3
15	23	4
11	88	2
3	54	4
13	56	2
5	62	4
5	7	4
3	84	3
5	87	4
2	19	1
3	6	4
4	87	5
15	80	2
1	85	4
14	30	5
16	65	3
11	37	4
3	42	4
2	4	2
11	91	1
6	44	5
1	78	1
11	13	1
18	54	4
12	27	2
12	10	2
15	49	3
12	51	4
8	96	4
10	57	4
1	98	2
12	12	1
11	68	1
5	41	5
18	32	1
1	49	3
15	47	4
12	0	1
2	21	2
3	31	3
4	1	2
1	0	2
4	49	4
8	77	4
14	75	3
9	50	3
18	57	2
13	76	3
7	16	5
14	75	3
11	28	3
13	36	2
9	75	2
18	12	5
19	45	1
13	56	2
9	65	5
5	76	5
12	35	3
5	66	3
4	33	4
17	17	2
5	80	3
14	48	5
9	48	3
7	36	3
11	96	2
9	65	2
11	28	4
8	78	4
16	18	3
7	13	5
4	32	2
17	63	2
13	73	1
16	96	3
16	16	4
12	68	1
18	81	4
8	45	4
11	99	2
17	10	3
4	74	4
16	23	4
1	81	2
17	64	2
7	90	3
3	99	2
3	10	3
18	60	3
11	78	1
2	33	4
12	29	1
1	28	3
14	60	2
4	39	4
0	98	3
18	63	5
6	83	4
4	28	4
13	71	3
15	38	3
7	50	4
16	43	4
17	71	3
15	18	4
4	41	5
10	71	2
8	76	4
3	92	5
16	64	3
13	27	3
0	51	4
9	20	4
13	87	3
9	18	3
8	76	4
19	24	2
3	40	3
7	31	3
5	54	3
0	12	3
15	51	3
9	7	2
16	48	3
15	28	4
9	83	3
0	49	3
8	55	3
3	60	2
8	65	2
14	14	3
4	30	4
7	66	3
18	41	4
15	2	2
15	73	1
8	89	2
19	3	2
0	77	5
10	85	2
16	33	2
14	95	5
11	23	1
10	21	4
17	78	1
3	32	1
17	24	4
17	23	2
16	3	5
17	99	4
16	13	3
15	27	3
6	14	5
8	87	2
6	98	4
14	76	3
6	56	5
18	79	3
14	62	3
13	93	3
8	64	3
7	29	1
5	36	5
4	15	5
10	22	1
0	1	2
11	59	3
6	54	4
16	42	3
8	6	3
0	33	2
5	58	4
11	9	2
19	34	3
17	0	2
8	16	5
9	84	3
5	56	5
19	25	2
8	96	5
2	1	1
5	33	4
16	36	2
19	64	1
0	4	1
7	20	3
10	63	3
5	86	5
6	25	3
14	0	3
17	93	1
5	93	3
3	68	2
7	42	3
0	53	2
14	71	1
2	93	3
10	56	4
17	38	2
7	22	3
18	78	3
0	70	3
14	47	3
9	42	4
11	35	3
13	59	4
8	9	3
6	60	3
9	62	2
13	49	3
11	97	2
11	5	2
8	61	1
6	18	4
0	4	3
7	69	2
2	95	5
16	70	4
1	50	2
